areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00139209,97.6,1.8,0,0,0.6
E00139210,95.5,4,0.4,0,0
E00139211,98.7,1.3,0,0,0
E00139212,99.1,0.9,0,0,0
E00139213,98.2,1.8,0,0,0
E00139214,97.8,1.6,0,0.5,0
E00139215,92.9,5.2,0,0,1.9
E00139216,98.7,1.3,0,0,0
E00139218,97.6,1.7,0,0,0.7
E00139219,98.3,1,0.3,0.3,0
E00139220,97,3,0,0,0
E00139221,98.9,0.7,0.4,0,0
E00139222,99.6,0.4,0,0,0
E00139223,98.7,0.4,0,0.9,0
E00139224,97.9,1.8,0.3,0,0
E00139225,97.8,2.2,0,0,0
E00139226,97.5,2,0.4,0,0
E00139227,98.3,1.7,0,0,0
E00139228,97.8,0.8,0.3,0.8,0.3
E00139229,98.2,0.5,0,0.5,0.9
E00139230,98.6,0.9,0,0,0.5
E00139231,97.2,1.6,0.8,0,0.4
E00139269,98.2,1.5,0,0.3,0
E00139270,97.4,1.7,0.9,0,0
E00139271,99,1,0,0,0
E00139272,95.8,2.8,1.4,0,0
E00139273,96.5,2.6,0,0.6,0.3
E00139274,95.1,4.6,0,0,0.3
E00139275,96.5,2.3,0,1.2,0
E00139276,99.6,0.4,0,0,0
E00139278,98.5,1.5,0,0,0
E00139279,98.8,1.2,0,0,0
E00139280,95,4.2,0.8,0,0
E00139281,97.7,1.7,0.7,0,0
E00139282,97.4,2.6,0,0,0
E00139283,94.4,4.7,0.9,0,0
E00139284,96.8,3.2,0,0,0
E00139285,99,1,0,0,0
E00139286,96.1,2.5,0.3,0,1.1
E00139287,95.2,4.8,0,0,0
E00139672,96,3.1,0,0.6,0.3
E00139673,99.2,0.3,0.5,0,0
E00139674,96,2,0.8,1.2,0
E00139675,97.6,2.1,0.3,0,0
E00139676,96.8,2.2,0.4,0.7,0
E00139678,98.3,1.4,0,0.3,0
E00139679,97.2,2.8,0,0,0
E00139680,97.5,2.5,0,0,0
E00139681,99.6,0.4,0,0,0
E00139682,99.2,0.8,0,0,0
E00139684,98.7,1.3,0,0,0
E00139685,95.5,3.3,0.4,0.8,0
E00139686,98.6,0.3,0.3,0.3,0.3
E00139687,99.1,0.6,0,0,0.3
E00139688,97.4,2.6,0,0,0
E00139696,96.8,2.4,0.4,0.4,0
E00139709,96.6,2.8,0,0.6,0
E00139710,93.9,4,0,2.1,0
E00139711,96.5,3.5,0,0,0
E00139712,96,2,0,1.6,0.4
E00139713,99.2,0.8,0,0,0
E00139714,97.3,2.7,0,0,0
E00139715,98,1,0.3,0.3,0.3
E00139716,97.1,2.9,0,0,0
E00139717,96.3,2.5,0.8,0,0.4
E00139766,97.2,2.3,0.5,0,0
E00139767,95.6,4.4,0,0,0
E00139768,98.3,0.7,0.7,0.3,0
E00139769,98.6,0.9,0.5,0,0
E00139770,99.2,0.4,0.4,0,0
E00139771,98,1,0,1,0
E00139772,96.1,3.6,0,0.3,0
E00139773,98.6,1,0.3,0,0
E00139777,97.5,1.9,0,0.5,0
E00139824,94.6,5.1,0.3,0,0
E00139825,91,6.2,0,1.7,1.1
E00139826,93.6,5.4,0,1,0
E00139827,97.6,1.4,0.7,0.3,0
E00139828,97.6,1,0,0.7,0.7
E00139829,95.7,3,0,1.3,0
E00139830,98.8,1.2,0,0,0
E00139831,96.9,2.6,0,0.3,0.3
E00139833,97.6,2.4,0,0,0
E00140086,98.6,1.4,0,0,0
E00140087,97.7,1.8,0,0,0.5
E00140088,98.4,1.3,0.3,0,0
E00140089,97,2.5,0.5,0,0
E00140091,96.9,2.8,0,0.3,0
E00140097,97.2,0.7,0,1.4,0.7
E00140098,99.5,0.5,0,0,0
E00140099,99.6,0.4,0,0,0
E00140100,96.1,3.6,0.4,0,0
E00140102,98,1.6,0,0.4,0
E00140103,95.8,4.2,0,0,0
E00140104,96.8,2.2,0.4,0,0.7
E00140106,96.9,2.1,0.3,0.7,0
E00140107,99.2,0,0,0,0.8
E00140109,98.5,0.9,0.3,0,0.3
E00140112,95.7,1.7,0.4,2.2,0
E00140113,95.1,1.9,1.5,1.1,0.4
E00140165,93.1,3,2,2,0
E00140166,91.4,3.4,1.4,1.7,2.1
E00140167,94,4.6,0,0.4,1.1
E00140168,96,3.1,0.4,0.4,0
E00140169,96.3,3.3,0.4,0,0
E00140170,90.6,4.2,0,1.4,3.8
E00140171,90.7,4.9,0.7,1.1,2.6
E00140172,95.3,4.7,0,0,0
E00140173,96.3,2.2,0.9,0.6,0
E00140175,90.5,3.2,0.5,0.5,5.4
E00140176,97.7,2.3,0,0,0
E00140177,98.5,1.5,0,0,0
E00140178,96.8,2,1.2,0,0
E00140179,97.6,1.6,0.8,0,0
E00140180,97.7,0.5,1.9,0,0
E00140181,96.6,0.4,2.7,0.4,0
E00140182,98.3,1.7,0,0,0
E00140183,96.8,2.5,0.4,0.4,0
E00140184,94.9,4,0.4,0.8,0
E00140185,97.8,1.8,0.4,0,0
E00140186,95.3,3.8,0.3,0,0.6
E00140187,96.4,3.2,0,0,0.4
E00140188,96.7,2.6,0,0,0.7
E00140189,97.3,1.1,0,1.6,0
E00140190,97.8,0.9,0,1.3,0
E00140191,96.6,3.4,0,0,0
E00140192,99.4,0.6,0,0,0
E00140193,98.2,1.4,0,0,0.5
E00140195,99.2,0.8,0,0,0
E00140196,99.7,0.3,0,0,0
E00140197,97.7,1.9,0.5,0,0
E00140198,89.2,7,1.6,2.2,0
E00140199,95.2,4,0,0.8,0
E00140200,91.6,6.3,1.7,0,0.4
E00140201,95.7,2.1,0.5,1.6,0
E00140202,95.4,2.6,0.9,0.6,0.6
E00140204,99,1,0,0,0
E00140210,96.7,2.4,0.8,0,0
